SubscriptionName,Date,ServiceName,ServiceResource,Quantity,Cost
Simplon GDO Nantes IA1,2/21/2021,Virtual Machines,D3 v2/DS3 v2,24.0,8.424
Simplon GDO Nantes IA1,2/21/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/21/2021,Storage,Batch Write Operations,0.3937,0.000141732
Simplon GDO Nantes IA1,2/21/2021,Storage,LRS Data Stored,0.01056,0.000792
Simplon GDO Nantes IA1,2/21/2021,Storage,All Other Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/21/2021,Load Balancer,Data Processed,0.13946,0.0006973
Simplon GDO Nantes IA1,2/21/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/21/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/21/2021,Virtual Machines,D2 v2/DS2 v2,24.0,3.264
Simplon GDO Nantes IA1,2/21/2021,Storage,LRS Write Operations,0.2302,0.003453
Simplon GDO Nantes IA1,2/21/2021,Container Instances,Memory Duration,180.010257,0.91985241327
Simplon GDO Nantes IA1,2/22/2021,Bandwidth,Data Transfer Out,1e-06,2e-08
Simplon GDO Nantes IA1,2/22/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/22/2021,Key Vault,Operations,0.0002,6e-06
Simplon GDO Nantes IA1,2/22/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/22/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/22/2021,Load Balancer,Included LB Rules and Outbound Rules,312.0,7.8
Simplon GDO Nantes IA1,2/22/2021,Storage,Hot Read Operations,0.3692,0.00173524
Simplon GDO Nantes IA1,2/22/2021,Bandwidth,Data Transfer In,0.003045,0.0
Simplon GDO Nantes IA1,2/22/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/22/2021,Storage,LRS Data Stored,0.000651,2.9295e-05
Simplon GDO Nantes IA1,2/22/2021,Container Instances,vCPU Duration,119.998656,5.5919373696
Simplon GDO Nantes IA1,2/22/2021,Storage,LRS Data Stored,0.002741,0.0001540442
Simplon GDO Nantes IA1,2/22/2021,Container Registry,Basic Registry Unit,20.00016,3.332026656
Simplon GDO Nantes IA1,2/22/2021,Storage,Protocol Operations,1.3322,0.0019983
Simplon GDO Nantes IA1,2/22/2021,Storage,Hot LRS Data Stored,0.123312,0.0023675904
Simplon GDO Nantes IA1,2/22/2021,Storage,Read Operations,1.3744,0.0020616
Simplon GDO Nantes IA1,2/22/2021,Container Instances,Memory Duration,108.000611,0.48060271895
Simplon GDO Nantes IA1,2/22/2021,Storage,All Other Operations,0.0555,0.00026085
Simplon GDO Nantes IA1,2/22/2021,Container Instances,vCPU Duration,48.000271,1.9440109755
Simplon GDO Nantes IA1,2/22/2021,Storage,P6 Disks,0.249984,3.0872774016
Simplon GDO Nantes IA1,2/22/2021,Container Instances,Memory Duration,1523.947983,8.0769243099
Simplon GDO Nantes IA1,2/22/2021,Container Instances,vCPU Duration,821.973915,39.947932269
Simplon GDO Nantes IA1,2/22/2021,Bandwidth,Data Transfer Out,0.003403,0.000296061
Simplon GDO Nantes IA1,2/22/2021,Virtual Network,Standard Static Public IP,322.0,1.61
Simplon GDO Nantes IA1,2/22/2021,Virtual Machines,D11 v2/DS11 v2,37.133356,8.689205304
Simplon GDO Nantes IA1,2/22/2021,Virtual Machines,D3 v2/DS3 v2,24.0,8.424
Simplon GDO Nantes IA1,2/22/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/22/2021,Storage,Batch Write Operations,0.3956,0.000142416
Simplon GDO Nantes IA1,2/22/2021,Storage,List Operations,0.0276,0.000414
Simplon GDO Nantes IA1,2/22/2021,Storage,LRS List and Create Container Operations,0.0032,0.0001888
Simplon GDO Nantes IA1,2/22/2021,Storage,Hot LRS Write Operations,0.0087,0.0005133
Simplon GDO Nantes IA1,2/22/2021,Storage,LRS Data Stored,0.01056,0.000792
Simplon GDO Nantes IA1,2/22/2021,Load Balancer,Data Processed,0.416739,0.002083695
Simplon GDO Nantes IA1,2/22/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/22/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/22/2021,Virtual Machines,D2 v2/DS2 v2,24.0,3.264
Simplon GDO Nantes IA1,2/22/2021,Storage,LRS Write Operations,1.9092,0.028638
Simplon GDO Nantes IA1,2/22/2021,Container Instances,Memory Duration,179.998234,0.91979097574
Simplon GDO Nantes IA1,2/23/2021,Bandwidth,Data Transfer Out,4e-06,8e-08
Simplon GDO Nantes IA1,2/23/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/23/2021,Key Vault,Operations,0.0036,0.000108
Simplon GDO Nantes IA1,2/23/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/23/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/23/2021,Storage,Read Operations,0.0003,1.08e-07
Simplon GDO Nantes IA1,2/23/2021,Load Balancer,Included LB Rules and Outbound Rules,312.0,7.8
Simplon GDO Nantes IA1,2/23/2021,Storage,Hot Read Operations,4.9291,0.02316677
Simplon GDO Nantes IA1,2/23/2021,Bandwidth,Data Transfer In,0.005904,0.0
Simplon GDO Nantes IA1,2/23/2021,Storage,All Other Operations,0.0018,7.74e-06
Simplon GDO Nantes IA1,2/23/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/23/2021,Storage,LRS Data Stored,0.000672,3.024e-05
Simplon GDO Nantes IA1,2/23/2021,Container Instances,vCPU Duration,119.999445,5.591974137
Simplon GDO Nantes IA1,2/23/2021,Storage,LRS Data Stored,0.002772,0.0001557864
Simplon GDO Nantes IA1,2/23/2021,Container Registry,Basic Registry Unit,20.00016,3.332026656
Simplon GDO Nantes IA1,2/23/2021,Storage,Protocol Operations,15.3055,0.02295825
Simplon GDO Nantes IA1,2/23/2021,Storage,Hot LRS Data Stored,0.123422,0.0023697024
Simplon GDO Nantes IA1,2/23/2021,Storage,Read Operations,14.9881,0.02248215
Simplon GDO Nantes IA1,2/23/2021,Storage,Delete Operations,0.0001,0.0
Simplon GDO Nantes IA1,2/23/2021,Bandwidth,Data Transfer In,6e-06,0.0
Simplon GDO Nantes IA1,2/23/2021,Container Instances,Memory Duration,107.997758,0.4805900231
Simplon GDO Nantes IA1,2/23/2021,Storage,All Other Operations,0.869,0.0040843
Simplon GDO Nantes IA1,2/23/2021,Container Instances,vCPU Duration,47.999004,1.943959662
Simplon GDO Nantes IA1,2/23/2021,Storage,P6 Disks,0.249984,3.0872774016
Simplon GDO Nantes IA1,2/23/2021,Container Instances,Memory Duration,1524.027987,8.0773483311
Simplon GDO Nantes IA1,2/23/2021,Container Instances,vCPU Duration,816.013729,39.6582672294
Simplon GDO Nantes IA1,2/23/2021,Bandwidth,Data Transfer Out,0.005464,0.000475368
Simplon GDO Nantes IA1,2/23/2021,Virtual Network,Standard Static Public IP,270.0,1.35
Simplon GDO Nantes IA1,2/23/2021,Virtual Machines,D11 v2/DS11 v2,40.683347,9.519903198
Simplon GDO Nantes IA1,2/23/2021,Virtual Machines,D3 v2/DS3 v2,24.316673,8.535152223
Simplon GDO Nantes IA1,2/23/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/23/2021,Storage,Batch Write Operations,0.3948,0.000142128
Simplon GDO Nantes IA1,2/23/2021,Storage,List Operations,0.0442,0.000663
Simplon GDO Nantes IA1,2/23/2021,Storage,LRS List and Create Container Operations,0.0174,0.0010266
Simplon GDO Nantes IA1,2/23/2021,Storage,Hot LRS Write Operations,0.0197,0.0011623
Simplon GDO Nantes IA1,2/23/2021,Storage,LRS Data Stored,0.010717,0.000803775
Simplon GDO Nantes IA1,2/23/2021,Storage,All Other Operations,0.001,4e-06
Simplon GDO Nantes IA1,2/23/2021,Load Balancer,Data Processed,0.522838,0.00261419
Simplon GDO Nantes IA1,2/23/2021,Storage,Class 2 Operations,0.0002,8e-07
Simplon GDO Nantes IA1,2/23/2021,Storage,LRS Class 1 Operations,0.0003,1.2e-06
Simplon GDO Nantes IA1,2/23/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/23/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/23/2021,Virtual Machines,D2 v2/DS2 v2,24.0,3.264
Simplon GDO Nantes IA1,2/23/2021,Storage,LRS Write Operations,22.8413,0.3426195
Simplon GDO Nantes IA1,2/23/2021,Container Instances,Memory Duration,179.999894,0.91979945834
Simplon GDO Nantes IA1,2/23/2021,Storage,P10 Disks,0.001488,0.035485824
Simplon GDO Nantes IA1,2/24/2021,Virtual Machines,D2 v2/DS2 v2,23.950059,4.191260325
Simplon GDO Nantes IA1,2/24/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/24/2021,Storage,Hot LRS Data Stored,0.022848,0.0004478208
Simplon GDO Nantes IA1,2/24/2021,Load Balancer,Included LB Rules and Outbound Rules,262.0,6.55
Simplon GDO Nantes IA1,2/24/2021,Storage,Hot Read Operations,2.5478,0.01197466
Simplon GDO Nantes IA1,2/24/2021,Storage,Hot Read Operations,0.0009,3.87e-06
Simplon GDO Nantes IA1,2/24/2021,Storage,All Other Operations,0.002,8.6e-06
Simplon GDO Nantes IA1,2/24/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/24/2021,Storage,LRS Data Stored,0.000672,3.024e-05
Simplon GDO Nantes IA1,2/24/2021,Container Instances,vCPU Duration,119.93494,5.588968204
Simplon GDO Nantes IA1,2/24/2021,Storage,LRS Data Stored,0.002859,0.0001606758
Simplon GDO Nantes IA1,2/24/2021,Container Registry,Basic Registry Unit,20.00016,3.332026656
Simplon GDO Nantes IA1,2/24/2021,Storage,Protocol Operations,6.943,0.0104145
Simplon GDO Nantes IA1,2/24/2021,Storage,Hot LRS Data Stored,0.123524,0.0023716608
Simplon GDO Nantes IA1,2/24/2021,Storage,Read Operations,6.751,0.0101265
Simplon GDO Nantes IA1,2/24/2021,Container Instances,Memory Duration,107.997791,0.48059016995
Simplon GDO Nantes IA1,2/24/2021,Storage,All Other Operations,0.5124,0.00240828
Simplon GDO Nantes IA1,2/24/2021,Container Instances,vCPU Duration,47.999018,1.943960229
Simplon GDO Nantes IA1,2/24/2021,Storage,P6 Disks,0.249984,3.0872774016
Simplon GDO Nantes IA1,2/24/2021,Container Instances,Memory Duration,1523.264785,8.0733033605
Simplon GDO Nantes IA1,2/24/2021,Container Instances,vCPU Duration,815.648256,39.6405052416
Simplon GDO Nantes IA1,2/24/2021,Bandwidth,Data Transfer Out,0.000237,2.0619e-05
Simplon GDO Nantes IA1,2/24/2021,Virtual Network,Standard Static Public IP,242.0,1.21
Simplon GDO Nantes IA1,2/24/2021,Virtual Machines,D11 v2/DS11 v2,48.0,11.232
Simplon GDO Nantes IA1,2/24/2021,Virtual Machines,D3 v2/DS3 v2,24.0,8.424
Simplon GDO Nantes IA1,2/24/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/24/2021,Storage,Batch Write Operations,0.3991,0.000143676
Simplon GDO Nantes IA1,2/24/2021,Storage,List Operations,0.0001,1.5e-06
Simplon GDO Nantes IA1,2/24/2021,Storage,LRS List and Create Container Operations,0.0712,0.0042008
Simplon GDO Nantes IA1,2/24/2021,Storage,Hot LRS Write Operations,0.0686,0.0040474
Simplon GDO Nantes IA1,2/24/2021,Storage,LRS Data Stored,0.012216,0.0009162
Simplon GDO Nantes IA1,2/24/2021,Storage,All Other Operations,0.0012,4.8e-06
Simplon GDO Nantes IA1,2/24/2021,Load Balancer,Data Processed,0.392628,0.00196314
Simplon GDO Nantes IA1,2/24/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/24/2021,Storage,LRS Data Stored,0.180864,0.01085184
Simplon GDO Nantes IA1,2/24/2021,Virtual Machines,D2 v2/DS2 v2,24.0,3.264
Simplon GDO Nantes IA1,2/24/2021,Storage,LRS Write Operations,10.0791,0.1511865
Simplon GDO Nantes IA1,2/24/2021,Container Instances,Memory Duration,179.875588,0.91916425468
Simplon GDO Nantes IA1,2/25/2021,Bandwidth,Data Transfer Out,0.007052,0.00014104
Simplon GDO Nantes IA1,2/25/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/25/2021,Key Vault,Operations,0.0001,3e-06
Simplon GDO Nantes IA1,2/25/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/25/2021,Storage,Hot LRS Data Stored,0.022864,0.0004481344
Simplon GDO Nantes IA1,2/25/2021,Storage,Hot LRS Write Operations,0.041,0.002214
Simplon GDO Nantes IA1,2/25/2021,Load Balancer,Included LB Rules and Outbound Rules,262.0,6.55
Simplon GDO Nantes IA1,2/25/2021,Storage,Hot Read Operations,0.3021,0.00141987
Simplon GDO Nantes IA1,2/25/2021,Bandwidth,Data Transfer In,0.001148,0.0
Simplon GDO Nantes IA1,2/25/2021,Storage,Hot Read Operations,0.4011,0.00172473
Simplon GDO Nantes IA1,2/25/2021,Storage,All Other Operations,0.1627,0.00069961
Simplon GDO Nantes IA1,2/25/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/25/2021,Storage,LRS Data Stored,0.000672,3.024e-05
Simplon GDO Nantes IA1,2/25/2021,Container Instances,vCPU Duration,120.000302,5.5920140732
Simplon GDO Nantes IA1,2/25/2021,Storage,LRS Data Stored,0.002894,0.0001626428
Simplon GDO Nantes IA1,2/25/2021,Storage,LRS List and Create Container Operations,0.0071,0.0003834
Simplon GDO Nantes IA1,2/25/2021,Container Registry,Basic Registry Unit,20.00016,3.332026656
Simplon GDO Nantes IA1,2/25/2021,Storage,Protocol Operations,0.662,0.000993
Simplon GDO Nantes IA1,2/25/2021,Storage,Hot LRS Data Stored,0.123528,0.0023717376
Simplon GDO Nantes IA1,2/25/2021,Storage,Read Operations,0.7348,0.0011022
Simplon GDO Nantes IA1,2/25/2021,Bandwidth,Data Transfer In,0.00112,0.0
Simplon GDO Nantes IA1,2/25/2021,Container Instances,Memory Duration,108.000846,0.4806037647
Simplon GDO Nantes IA1,2/25/2021,Storage,All Other Operations,0.2699,0.00126853
Simplon GDO Nantes IA1,2/25/2021,Container Instances,vCPU Duration,48.000376,1.944015228
Simplon GDO Nantes IA1,2/25/2021,Storage,P6 Disks,0.249984,3.0872774016
Simplon GDO Nantes IA1,2/25/2021,Container Instances,Memory Duration,1524.09803,8.077719559
Simplon GDO Nantes IA1,2/25/2021,Container Instances,vCPU Duration,816.049984,39.6600292224
Simplon GDO Nantes IA1,2/25/2021,Bandwidth,Data Transfer Out,0.001389,0.000120843
Simplon GDO Nantes IA1,2/25/2021,Virtual Network,Standard Static Public IP,240.0,1.2
Simplon GDO Nantes IA1,2/25/2021,Virtual Machines,D11 v2/DS11 v2,39.983352,9.356104368
Simplon GDO Nantes IA1,2/25/2021,Virtual Machines,D3 v2/DS3 v2,24.0,8.424
Simplon GDO Nantes IA1,2/25/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/25/2021,Storage,Batch Write Operations,0.4025,0.0001449
Simplon GDO Nantes IA1,2/25/2021,Storage,List Operations,0.0124,0.000186
Simplon GDO Nantes IA1,2/25/2021,Storage,LRS Data Stored,0.012504,0.0009378
Simplon GDO Nantes IA1,2/25/2021,Storage,All Other Operations,0.0014,5.6e-06
Simplon GDO Nantes IA1,2/25/2021,Load Balancer,Data Processed,0.374486,0.00187243
Simplon GDO Nantes IA1,2/25/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/25/2021,Storage,LRS Data Stored,0.180882,0.01085292
Simplon GDO Nantes IA1,2/25/2021,Virtual Machines,D2 v2/DS2 v2,24.0,3.264
Simplon GDO Nantes IA1,2/25/2021,Storage,LRS Write Operations,0.7118,0.010677
Simplon GDO Nantes IA1,2/25/2021,Container Instances,Memory Duration,179.999983,0.91979991313
Simplon GDO Nantes IA1,2/26/2021,Bandwidth,Data Transfer Out,0.019343,0.00038686
Simplon GDO Nantes IA1,2/26/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/26/2021,Key Vault,Operations,0.0013,3.9e-05
Simplon GDO Nantes IA1,2/26/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/26/2021,Storage,Hot LRS Data Stored,0.022944,0.0004497024
Simplon GDO Nantes IA1,2/26/2021,Storage,Hot LRS Write Operations,0.008,0.000432
Simplon GDO Nantes IA1,2/26/2021,Load Balancer,Included LB Rules and Outbound Rules,311.0,7.775
Simplon GDO Nantes IA1,2/26/2021,Storage,Hot Read Operations,0.6551,0.00307897
Simplon GDO Nantes IA1,2/26/2021,Bandwidth,Data Transfer In,0.002087,0.0
Simplon GDO Nantes IA1,2/26/2021,Storage,Hot Read Operations,0.759,0.0032637
Simplon GDO Nantes IA1,2/26/2021,Storage,All Other Operations,0.1994,0.00085742
Simplon GDO Nantes IA1,2/26/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/26/2021,Storage,LRS Data Stored,0.000672,3.024e-05
Simplon GDO Nantes IA1,2/26/2021,Container Instances,vCPU Duration,119.9992,5.59196272
Simplon GDO Nantes IA1,2/26/2021,Storage,LRS Data Stored,0.002904,0.0001632048
Simplon GDO Nantes IA1,2/26/2021,Storage,LRS List and Create Container Operations,0.0046,0.0002484
Simplon GDO Nantes IA1,2/26/2021,Container Registry,Basic Registry Unit,20.00016,3.332026656
Simplon GDO Nantes IA1,2/26/2021,Storage,Protocol Operations,1.3992,0.0020988
Simplon GDO Nantes IA1,2/26/2021,Virtual Machines,D12 v2/DS12 v2,8.650013,4.056856097
Simplon GDO Nantes IA1,2/26/2021,Storage,Hot LRS Data Stored,0.12356,0.002372352
Simplon GDO Nantes IA1,2/26/2021,Storage,Read Operations,1.6578,0.0024867
Simplon GDO Nantes IA1,2/26/2021,Bandwidth,Data Transfer In,0.000773,0.0
Simplon GDO Nantes IA1,2/26/2021,Container Instances,Memory Duration,107.998774,0.4805945443
Simplon GDO Nantes IA1,2/26/2021,Storage,All Other Operations,0.2617,0.00122999
Simplon GDO Nantes IA1,2/26/2021,Container Instances,vCPU Duration,47.999455,1.9439779275
Simplon GDO Nantes IA1,2/26/2021,Storage,P6 Disks,0.263376,3.2526672624
Simplon GDO Nantes IA1,2/26/2021,Container Instances,Memory Duration,1523.894945,8.0766432085
Simplon GDO Nantes IA1,2/26/2021,Container Instances,vCPU Duration,815.946581,39.6550038366
Simplon GDO Nantes IA1,2/26/2021,Bandwidth,Data Transfer Out,0.004291,0.000373317
Simplon GDO Nantes IA1,2/26/2021,Virtual Network,Standard Static Public IP,287.0,1.435
Simplon GDO Nantes IA1,2/26/2021,Virtual Machines,D11 v2/DS11 v2,24.0,5.616
Simplon GDO Nantes IA1,2/26/2021,Virtual Machines,D3 v2/DS3 v2,24.0,8.424
Simplon GDO Nantes IA1,2/26/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/26/2021,Storage,Batch Write Operations,0.3996,0.000143856
Simplon GDO Nantes IA1,2/26/2021,Storage,List Operations,0.0221,0.0003315
Simplon GDO Nantes IA1,2/26/2021,Storage,LRS List and Create Container Operations,0.0128,0.0007552
Simplon GDO Nantes IA1,2/26/2021,Storage,Hot LRS Write Operations,0.0399,0.0023541
Simplon GDO Nantes IA1,2/26/2021,Storage,LRS Data Stored,0.012385,0.000928875
Simplon GDO Nantes IA1,2/26/2021,Storage,All Other Operations,0.0016,6.4e-06
Simplon GDO Nantes IA1,2/26/2021,Load Balancer,Data Processed,0.622875,0.003114375
Simplon GDO Nantes IA1,2/26/2021,Storage,S6 Disks,0.035712,0.107421696
Simplon GDO Nantes IA1,2/26/2021,Storage,LRS Data Stored,0.180942,0.01085652
Simplon GDO Nantes IA1,2/26/2021,Virtual Machines,D2 v2/DS2 v2,23.983353,3.261736008
Simplon GDO Nantes IA1,2/26/2021,Storage,LRS Write Operations,6.3291,0.0949365
Simplon GDO Nantes IA1,2/26/2021,Container Instances,Memory Duration,179.998549,0.91979258539
Simplon GDO Nantes IA1,2/27/2021,Bandwidth,Data Transfer Out,0.023404,0.00046808
Simplon GDO Nantes IA1,2/27/2021,Virtual Machines,D2 v2/DS2 v2,24.0,4.2
Simplon GDO Nantes IA1,2/27/2021,Storage,Hot LRS Data Stored,0.017568,0.0003232512
Simplon GDO Nantes IA1,2/27/2021,Storage,Hot LRS Data Stored,0.022944,0.0004497024
Simplon GDO Nantes IA1,2/27/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDO Nantes IA1,2/27/2021,Storage,Hot Read Operations,1.073,0.0050431
Simplon GDO Nantes IA1,2/27/2021,Storage,Hot Read Operations,0.879,0.0037797
Simplon GDO Nantes IA1,2/27/2021,Storage,All Other Operations,0.1715,0.00073745
Simplon GDO Nantes IA1,2/27/2021,Storage,P6 Disks,0.071424,0.8018915328
Simplon GDO Nantes IA1,2/27/2021,Storage,LRS Data Stored,0.000672,3.024e-05
Simplon GDO Nantes IA1,2/27/2021,Container Instances,vCPU Duration,119.9989,5.59194874
Simplon GDO Nantes IA1,2/27/2021,Storage,LRS Data Stored,0.002907,0.0001633734
Simplon GDO Nantes IA1,2/27/2021,Container Registry,Basic Registry Unit,20.00016,3.332026656
Simplon GDO Nantes IA1,2/27/2021,Storage,Protocol Operations,0.5728,0.0008592
Simplon GDO Nantes IA1,2/27/2021,Virtual Machines,D12 v2/DS12 v2,24.0,11.256
Simplon GDO Nantes IA1,2/27/2021,Storage,Hot LRS Data Stored,0.123696,0.0023749632
Simplon GDO Nantes IA1,2/27/2021,Storage,Read Operations,0.5728,0.0008592
Simplon GDO Nantes IA1,2/27/2021,Bandwidth,Data Transfer In,0.000607,0.0
Simplon GDO Nantes IA1,2/27/2021,Container Instances,Memory Duration,107.999915,0.48059962175
Simplon GDO Nantes IA1,2/27/2021,Storage,All Other Operations,0.2154,0.00101238
Simplon GDO Nantes IA1,2/27/2021,Container Instances,vCPU Duration,47.999962,1.943998461
Simplon GDO Nantes IA1,2/27/2021,Storage,P6 Disks,0.285696,3.5283170304
Simplon GDO Nantes IA1,2/27/2021,Container Instances,Memory Duration,1524.08747,8.077663591
Simplon GDO Nantes IA1,2/27/2021,Container Instances,vCPU Duration,816.044414,39.6597585204
Simplon GDO Nantes IA1,2/27/2021,Bandwidth,Data Transfer Out,0.000305,2.6535e-05
Simplon GDO Nantes IA1,2/27/2021,Virtual Network,Standard Static Public IP,337.0,1.685
Simplon GDO Nantes IA1,2/27/2021,Virtual Machines,D11 v2/DS11 v2,24.0,5.616
Simplon GDO Nantes IA1,2/27/2021,Virtual Machines,D3 v2/DS3 v2,24.0,8.424
Simplon GDO Nantes IA1,2/27/2021,Storage,S6 Disks,0.107136,0.354405888
Simplon GDO Nantes IA1,2/27/2021,Storage,Batch Write Operations,0.3996,0.000143856
Simplon GDO Nantes IA1,2/27/2021,Storage,Hot Read Operations,0.0003,1.2e-06
Simplon GDO Nantes IA1,2/27/2021,Storage,LRS Data Stored,0.012528,0.0009396
Simplon GDO Nantes IA1,2/27/2021,Storage,All Other Operations,0.0012,4.8e-06
Simplon GDO Nantes IA1,2/27/2021,Load Balancer,Data Processed,0.644686,0.00322343
